version,request,action,address,name,via,count,values,pcs
2.70,CW04A5,write,0x021,RAM_0x021,direct,1,0x91,0x0007
2.70,CW04A5,write,0x022,RAM_0x022,direct,1,0xA8,0x000C
2.70,CW04A5,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.70,CW04A5,write,0x024,RAM_0x024,direct,1,0xA5,0x0010
2.70,CW04A5,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.70,CW04A5,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.70,CW04A5,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.70,CW04A5,write,0x031,RAM_0x031,direct,1,0xD3,0x018B
2.70,CW04A5,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,CW04A5,write,0x048,RAM_0x048,direct,1,0xA5,0x1192
2.70,CW04A5,write,0x074,RAM_0x074,direct,18,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x019F 0x01A6 0x01B4
2.70,CW04A5,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.70,CW04A5,write,0x078,RAM_0x078,direct,1,0xA5,0x002E
2.70,CW04A5,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.70,CW04A5,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.70,CW04A5,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.70,CW04A5,write,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0004 0x0039
2.70,CW0500,read,0x003,STATUS,direct,8593,0x04 0x18 0x19 0x1B 0x1C 0x1D 0x1F 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x78,0x0005 0x0017 0x0018 0x0196 0x01A7 0x01AC 0x01B3 0x03D3 0x03D5 0x03D6 0x03D8 0x03D9 0x03DB 0x03DE 0x03E0 0x03E1 0x03E5 0x03E7 0x03F0 0x03F8 0x03FD 0x0406 0x040C 0x0411 0x0418 0x0420 0x0657 0x065F 0x0662 0x0668 0x0681 0x068A 0x068D 0x0698 0x069B 0x069E 0x06A5 0x06AB 0x06AD 0x06AF 0x06B1 0x06B9 0x06BB 0x06C7 0x06D1 0x06D5 0x06E2 0x06E4 0x06E6 0x06E8 0x06ED 0x06F3 0x0785 0x0787 0x078E 0x079C 0x07B5 0x07DB 0x07DD 0x07EB 0x0FCE 0x0FD0 0x0FD2 0x0FD4 0x0FD6 0x0FD8 0x0FDA 0x0FDC 0x0FDE 0x0FE0 0x0FE3 0x0FE5 0x0FE9 0x0FEA 0x0FEC 0x101C 0x1020
2.70,CW0500,read,0x004,FSR,direct,192,0xA8,0x000B
2.70,CW0500,read,0x006,PORTB,direct,1,0x00,0x06A9
2.70,CW0500,read,0x007,PORTC,direct,4344,0x20 0x24,0x01A9 0x01AF 0x01B0
2.70,CW0500,read,0x008,PORTD,direct,1629,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01A5 0x01B2
2.70,CW0500,read,0x00A,PCLATH,direct,1691,0x00 0x03 0x0B 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x06A6 0x06A7 0x07EC 0x07ED 0x08C6 0x08C8 0x1018 0x101A 0x101E 0x101F
2.70,CW0500,read,0x00B,INTCON,direct,1112,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01A0 0x01A1 0x01A2 0x01B7 0x06E9 0x06EA 0x06EB 0x06F4
2.70,CW0500,read,0x00C,PIR1,direct,758,0x59 0x5B,0x0021 0x0027 0x019A 0x0800
2.70,CW0500,read,0x020,RAM_0x020,direct,192,0x03 0x0B,0x0035
2.70,CW0500,read,0x021,RAM_0x021,direct,192,0x81 0x83 0x87 0x91 0xA3 0xB1 0xB3 0xC1 0xC3 0xD1 0xD3 0xF1 0xF3,0x0037
2.70,CW0500,read,0x022,RAM_0x022,direct,192,0xA8,0x0029
2.70,CW0500,read,0x023,RAM_0x023,direct,192,0x00 0x01 0x40,0x002B
2.70,CW0500,read,0x024,RAM_0x024,direct,192,0x00 0x2C 0x30 0x59 0x9E,0x002D
2.70,CW0500,read,0x025,RAM_0x025,direct,192,0x08 0x10 0x24,0x002F
2.70,CW0500,read,0x026,RAM_0x026,direct,192,0x00,0x0031
2.70,CW0500,read,0x027,RAM_0x027,direct,192,0x00,0x0033
2.70,CW0500,read,0x02D,RAM_0x02D,direct,362,0x07,0x07A1 0x07A5
2.70,CW0500,read,0x02F,RAM_0x02F,direct,1,0x00,0x067F
2.70,CW0500,read,0x030,RAM_0x030,direct,181,0x00,0x07A9
2.70,CW0500,read,0x031,RAM_0x031,direct,192,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x018B
2.70,CW0500,read,0x032,RAM_0x032,direct,1,0x03,0x018D
2.70,CW0500,read,0x038,RAM_0x038,direct,192,0x00,0x0195
2.70,CW0500,read,0x03D,RAM_0x03D,direct,1,0x18,0x06E5
2.70,CW0500,read,0x03E,RAM_0x03E,direct,3,0x1F 0x24,0x06C9 0x06D3 0x06E1
2.70,CW0500,read,0x03F,RAM_0x03F,direct,1,0x2C,0x06C2
2.70,CW0500,read,0x040,RAM_0x040,direct,2,0x24,0x06B8 0x06C4
2.70,CW0500,read,0x041,RAM_0x041,direct,1,0x20,0x06AE
2.70,CW0500,read,0x042,RAM_0x042,direct,1,0x1C,0x06AA
2.70,CW0500,read,0x043,RAM_0x043,direct,182,0x21,0x06CE 0x07B2
2.70,CW0500,read,0x044,RAM_0x044,direct,1,0x14,0x06C1
2.70,CW0500,read,0x045,RAM_0x045,direct,2,0x05,0x06B7 0x06C6
2.70,CW0500,read,0x048,RAM_0x048,direct,1992,0x00,0x01AA 0x0784 0x07BF 0x07DA
2.70,CW0500,read,0x049,RAM_0x049,direct,544,0x00,0x078A 0x07C0 0x07D5
2.70,CW0500,read,0x04A,RAM_0x04A,direct,183,0x00,0x0FD1 0x0FE4
2.70,CW0500,read,0x04B,RAM_0x04B,direct,183,0x00,0x0FD5 0x0FDB
2.70,CW0500,read,0x04C,RAM_0x04C,direct,555,0x00,0x018F 0x078B 0x07D0
2.70,CW0500,read,0x04F,RAM_0x04F,direct,181,0x00,0x079B
2.70,CW0500,read,0x050,RAM_0x050,direct,363,0x00,0x0790 0x07AD
2.70,CW0500,read,0x051,RAM_0x051,direct,183,0x00,0x03D0 0x08C4
2.70,CW0500,read,0x056,RAM_0x056,direct,181,0x80,0x07CD
2.70,CW0500,read,0x073,RAM_0x073,direct,181,0x00,0x07BE
2.70,CW0500,read,0x074,RAM_0x074,direct,4525,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01A6 0x01AB 0x01B4
2.70,CW0500,read,0x077,RAM_0x077,direct,240,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x000D 0x03F6 0x0404
2.70,CW0500,read,0x078,RAM_0x078,direct,197,0x00 0x2C 0x30 0x59 0x8E 0x9E,0x000F 0x0664 0x066A 0x068F 0x069A 0x06B5
2.70,CW0500,read,0x079,RAM_0x079,direct,197,0x08 0x10 0x13 0x24,0x0011 0x0661 0x068C 0x069D 0x069F 0x06B3
2.70,CW0500,read,0x07A,RAM_0x07A,direct,240,0x00,0x0013 0x03F7 0x0405
2.70,CW0500,read,0x07B,RAM_0x07B,direct,192,0x00,0x0015
2.70,CW0500,read,0x07F,RAM_0x07F,direct,384,0x00 0x01 0x03 0x04 0x06 0x0C 0x10 0x2F 0x30 0x40 0x60 0xAF 0xC0 0xF2 0xFA,0x0039 0x003A
2.70,CW0500,read,0x08C,PIE1,indirect,384,0x22,0x001F 0x0025
2.70,CW0500,read,0x0D0,RAM_0x0D0,direct,4,0x06 0x18 0x20,0x065A 0x0693 0x06F0 0x0FCF
2.70,CW0500,read,0x0D1,RAM_0x0D1,direct,185,0x06 0x1C 0x1F,0x0658 0x0691 0x06EE 0x0FE2
2.70,CW0500,read,0x0D2,RAM_0x0D2,direct,185,0x00 0x2C 0x59 0x9E,0x0685 0x069C 0x06A1 0x0FDD
2.70,CW0500,read,0x0D3,RAM_0x0D3,direct,184,0x00 0x08 0x10 0x24,0x0683 0x06A0 0x06A3 0x07DC
2.70,CW0500,read,0x0D4,RAM_0x0D4,direct,1,0xFF,0x0688
2.70,CW0500,read,0x0DA,RAM_0x0DA,direct,65,0x08 0x0B 0x10 0x16 0x20 0x21 0x2C 0x38 0x42 0x59 0x6E 0x70 0x84 0x85 0x9E 0xC2 0xE1,0x03D4 0x03D7 0x03FA 0x0400 0x040E
2.70,CW0500,read,0x0DB,RAM_0x0DB,direct,43,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x0E 0x1C 0x30,0x03E3 0x03FC 0x03FE 0x040D
2.70,CW0500,read,0x0DC,RAM_0x0DC,direct,24,0x26 0x59 0xFF,0x03F2
2.70,CW0500,read,0x0DE,RAM_0x0DE,direct,18,0x00 0x08 0x10 0x2B 0x56 0x59 0x6D 0x85 0x8E 0x94 0x9B 0x9E 0xA6 0xE9,0x03FB 0x041C
2.70,CW0500,read,0x0DF,RAM_0x0DF,direct,18,0x00 0x07 0x08 0x0C 0x0E 0x0F 0x10 0x11 0x13,0x03FF 0x041E
2.70,CW0500,read,0x0E0,RAM_0x0E0,direct,60,0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x03F3 0x0408 0x040A 0x0419
2.70,CW0500,read,0x0E1,RAM_0x0E1,direct,36,0x00 0x04 0x08 0x10 0x20 0x28 0x30 0x32 0x34 0x80,0x0409 0x040B 0x040F
2.70,CW0500,read,0x0E2,RAM_0x0E2,direct,51,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08,0x03EE 0x041A
2.70,CW0500,read,0x10C,EEDATA,direct,1,0x30,0x03DF
2.70,CW0500,read,0x18C,EECON1,direct,2,0x00,0x03DC 0x03DD
2.70,CW0500,write,0x003,STATUS,direct,4124,0x00 0x04 0x18 0x19 0x1B 0x1C 0x1D 0x1F 0x38 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x58 0x78,0x0006 0x0017 0x0018 0x0038 0x01B3 0x03D3 0x03D5 0x03D6 0x03D8 0x03D9 0x03DB 0x03DE 0x03E0 0x03E1 0x03E5 0x03E7 0x040C 0x0418 0x0420 0x0657 0x065F 0x0662 0x0668 0x0681 0x068A 0x068D 0x0698 0x069B 0x06A5 0x06AB 0x06AD 0x06AF 0x06B1 0x06E2 0x06E4 0x06E6 0x06E8 0x06ED 0x06F3 0x0785 0x0787 0x07DB 0x07EB 0x0FCE 0x0FD0 0x0FD2 0x0FD4 0x0FD6 0x0FDA 0x0FDC 0x0FE3 0x0FE9 0x0FEA 0x0FEC 0x101C 0x1020
2.70,CW0500,write,0x004,FSR,direct,576,0x8C 0xA8,0x001E 0x0024 0x002A
2.70,CW0500,write,0x006,PORTB,direct,1,0x00,0x06A9
2.70,CW0500,write,0x007,PORTC,direct,4344,0x20 0x24,0x01A9 0x01AF 0x01B0
2.70,CW0500,write,0x008,PORTD,direct,1629,0x04 0x24 0x44 0x64 0x84 0xA4 0xC4 0xE4,0x01A5 0x01B2
2.70,CW0500,write,0x00A,PCLATH,direct,1883,0x00 0x03 0x0B 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x06A6 0x06A7 0x07EC 0x07ED 0x08C6 0x08C8 0x1018 0x101A 0x101E 0x101F
2.70,CW0500,write,0x00B,INTCON,direct,546,0x14 0x94 0xD4,0x01A0 0x01A1 0x01B7 0x06E9 0x06EA 0x06F4
2.70,CW0500,write,0x00C,PIR1,direct,192,0x59,0x019A
2.70,CW0500,write,0x020,RAM_0x020,direct,192,0x03 0x0B,0x0009
2.70,CW0500,write,0x021,RAM_0x021,direct,192,0x81 0x83 0x87 0x91 0xA3 0xB1 0xB3 0xC1 0xC3 0xD1 0xD3 0xF1 0xF3,0x0007
2.70,CW0500,write,0x022,RAM_0x022,direct,192,0xA8,0x000C
2.70,CW0500,write,0x023,RAM_0x023,direct,192,0x00 0x01 0x40,0x000E
2.70,CW0500,write,0x024,RAM_0x024,direct,192,0x00 0x2C 0x30 0x59 0x9E,0x0010
2.70,CW0500,write,0x025,RAM_0x025,direct,192,0x08 0x10 0x24,0x0012
2.70,CW0500,write,0x026,RAM_0x026,direct,192,0x00,0x0014
2.70,CW0500,write,0x027,RAM_0x027,direct,192,0x00,0x0016
2.70,CW0500,write,0x031,RAM_0x031,direct,192,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08 0x09 0x0A 0x0B 0x0C 0x0D 0x0E 0x0F 0x10 0x11 0x12 0x13 0x14 0x15 0x16 0x17 0x18 0x19 0x1A 0x1B 0x1C 0x1D 0x1E 0x1F 0x20 0x21 0x22 0x23 0x24 0x25 0x26 0x27 0x28 0x29 0x2A 0x2B 0x2C 0x2D 0x2E 0x2F 0x30 0x31 0x32 0x33 0x34 0x35 0x36 0x37 0x38 0x39 0x3A 0x3B 0x3C 0x3D 0x3E 0x3F 0x40 0x41 0x42 0x43 0x44 0x45 0x46 0x47 0x48 0x49 0x4A 0x4B 0x4C 0x4D 0x4E 0x4F 0x50 0x51 0x52 0x53 0x54 0x55 0x56 0x57 0x58 0x59 0x5A 0x5B 0x5C 0x5D 0x5E 0x5F 0x60 0x61 0x62 0x63 0x64 0x65 0x66 0x67 0x68 0x69 0x6A 0x6B 0x6C 0x6D 0x6E 0x6F 0x70 0x71 0x72 0x73 0x74 0x75 0x76 0x77 0x78 0x79 0x7A 0x7B 0x7C 0x7D 0x7E 0x7F 0x80 0x81 0x82 0x83 0x84 0x85 0x86 0x87 0x88 0x89 0x8A 0x8B 0x8C 0x8D 0x8E 0x8F 0x90 0x91 0x92 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC 0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9 0xFA 0xFB 0xFC 0xFD 0xFE 0xFF,0x018B
2.70,CW0500,write,0x032,RAM_0x032,direct,1,0x04,0x018E
2.70,CW0500,write,0x038,RAM_0x038,direct,192,0x00,0x0195
2.70,CW0500,write,0x03D,RAM_0x03D,direct,1,0x18,0x06C3
2.70,CW0500,write,0x03E,RAM_0x03E,direct,2,0x1F 0x24,0x06C5 0x06C9
2.70,CW0500,write,0x03F,RAM_0x03F,direct,1,0x2C,0x06B6
2.70,CW0500,write,0x040,RAM_0x040,direct,1,0x24,0x06B4
2.70,CW0500,write,0x048,RAM_0x048,direct,363,0x00,0x0788 0x07BF
2.70,CW0500,write,0x049,RAM_0x049,direct,182,0x00,0x078A
2.70,CW0500,write,0x04F,RAM_0x04F,direct,181,0x00,0x079B
2.70,CW0500,write,0x071,RAM_0x071,direct,1,0x18,0x06F1
2.70,CW0500,write,0x072,RAM_0x072,direct,1,0x1F,0x06EF
2.70,CW0500,write,0x073,RAM_0x073,direct,182,0x00,0x0789
2.70,CW0500,write,0x074,RAM_0x074,direct,3258,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x019F 0x01A6 0x01B4
2.70,CW0500,write,0x077,RAM_0x077,direct,240,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x002C 0x03F4 0x0402
2.70,CW0500,write,0x078,RAM_0x078,direct,197,0x00 0x2C 0x30 0x59 0x8E 0x9E,0x002E 0x03E4 0x041D 0x06A2
2.70,CW0500,write,0x079,RAM_0x079,direct,196,0x08 0x10 0x13 0x24,0x0030 0x041F 0x06A4
2.70,CW0500,write,0x07A,RAM_0x07A,direct,240,0x00,0x0032 0x03F5 0x0403
2.70,CW0500,write,0x07B,RAM_0x07B,direct,192,0x00,0x0034
2.70,CW0500,write,0x07F,RAM_0x07F,direct,384,0x00 0x01 0x03 0x04 0x06 0x0C 0x10 0x2F 0x30 0x40 0x60 0xAF 0xC0 0xF2 0xFA,0x0004 0x0039
2.70,CW0500,write,0x0D0,RAM_0x0D0,direct,3,0x06 0x18 0x20,0x06B0 0x06E7 0x101D
2.70,CW0500,write,0x0D1,RAM_0x0D1,direct,3,0x06 0x1C 0x1F,0x06AC 0x06E3 0x0FD3
2.70,CW0500,write,0x0D2,RAM_0x0D2,direct,4,0x00 0x2C 0x59 0x9E,0x0665 0x0690 0x069C 0x0FD7
2.70,CW0500,write,0x0D3,RAM_0x0D3,direct,185,0x00 0x08 0x10 0x24,0x0663 0x068E 0x06A0 0x0786
2.70,CW0500,write,0x0D4,RAM_0x0D4,direct,1,0xFF,0x0682
2.70,CW0500,write,0x0DA,RAM_0x0DA,direct,29,0x08 0x0B 0x10 0x16 0x1C 0x20 0x21 0x2C 0x38 0x42 0x59 0x6E 0x70 0x84 0x85 0x9E 0xC2 0xE1,0x03D4 0x040E 0x065B 0x0667 0x0686 0x0694
2.70,CW0500,write,0x0DB,RAM_0x0DB,direct,28,0x00 0x01 0x02 0x03 0x04 0x07 0x08 0x0E 0x1C 0x30,0x03E2 0x040D 0x0659 0x0684 0x0692
2.70,CW0500,write,0x0DC,RAM_0x0DC,direct,3,0x26 0x59 0xFF,0x065E 0x0689 0x0697
2.70,CW0500,write,0x0DD,RAM_0x0DD,direct,3,0x00,0x065C 0x0687 0x0695
2.70,CW0500,write,0x0DE,RAM_0x0DE,direct,18,0x00 0x08 0x10 0x2B 0x56 0x59 0x6D 0x85 0x8E 0x94 0x9B 0x9E 0xA6 0xE9,0x03EA 0x03FB
2.70,CW0500,write,0x0DF,RAM_0x0DF,direct,18,0x00 0x07 0x08 0x0C 0x0E 0x0F 0x10 0x11 0x13,0x03E9 0x03FF
2.70,CW0500,write,0x0E0,RAM_0x0E0,direct,27,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x03EC 0x0419
2.70,CW0500,write,0x0E1,RAM_0x0E1,direct,15,0x00 0x04 0x08 0x10 0x20 0x28 0x30 0x32 0x34 0x80,0x03E8 0x0409 0x040B
2.70,CW0500,write,0x0E2,RAM_0x0E2,direct,27,0x00 0x01 0x02 0x03 0x04 0x05 0x06 0x07 0x08,0x03ED 0x041A
2.70,CW0500,write,0x10D,EEADR,direct,1,0x9E,0x03DA
2.70,CW0500,write,0x18C,EECON1,direct,2,0x00 0x01,0x03DC 0x03DD
2.70,CW0600,read,0x003,STATUS,direct,68,0x04 0x18 0x19 0x38 0x3C 0x3D,0x0005 0x0017 0x0018 0x0196 0x01E3 0x01E6 0x01E8 0x01EB 0x01ED 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x119E
2.70,CW0600,read,0x004,FSR,direct,1,0xA8,0x000B
2.70,CW0600,read,0x007,PORTC,direct,10,0x04 0x24,0x01E9 0x01F0
2.70,CW0600,read,0x008,PORTD,direct,25,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.70,CW0600,read,0x00A,PCLATH,direct,7,0x00 0x03 0x13,0x0008 0x0042 0x0043 0x019B 0x019C 0x119B 0x119D
2.70,CW0600,read,0x00B,INTCON,direct,6,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01DC 0x01DD 0x01DE 0x01FD
2.70,CW0600,read,0x00C,PIR1,direct,3,0x5B,0x0021 0x0027 0x019A
2.70,CW0600,read,0x020,RAM_0x020,direct,1,0x03,0x0035
2.70,CW0600,read,0x021,RAM_0x021,direct,1,0x91,0x0037
2.70,CW0600,read,0x022,RAM_0x022,direct,1,0xA8,0x0029
2.70,CW0600,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.70,CW0600,read,0x024,RAM_0x024,direct,1,0x00,0x002D
2.70,CW0600,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.70,CW0600,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.70,CW0600,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.70,CW0600,read,0x031,RAM_0x031,direct,1,0xD2,0x018B
2.70,CW0600,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,CW0600,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.70,CW0600,read,0x056,RAM_0x056,direct,9,0x80 0xA0,0x01EA 0x026A
2.70,CW0600,read,0x077,RAM_0x077,direct,1,0x00,0x000D
2.70,CW0600,read,0x078,RAM_0x078,direct,1,0x00,0x000F
2.70,CW0600,read,0x079,RAM_0x079,direct,1,0x24,0x0011
2.70,CW0600,read,0x07A,RAM_0x07A,direct,1,0x00,0x0013
2.70,CW0600,read,0x07B,RAM_0x07B,direct,1,0x00,0x0015
2.70,CW0600,read,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0039 0x003A
2.70,CW0600,read,0x08C,PIE1,indirect,2,0x22,0x001F 0x0025
2.70,CW0600,read,0x0D4,RAM_0x0D4,direct,25,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E5 0x01EC 0x01F9
2.70,CW0600,write,0x003,STATUS,direct,51,0x00 0x04 0x18 0x19 0x1C 0x1D 0x38 0x39,0x0006 0x0017 0x0018 0x0038 0x01E3 0x01E8 0x01EB 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x119E
2.70,CW0600,write,0x004,FSR,direct,3,0x8C 0xA8,0x001E 0x0024 0x002A
2.70,CW0600,write,0x007,PORTC,direct,10,0x04 0x24,0x01E9 0x01F0
2.70,CW0600,write,0x008,PORTD,direct,25,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.70,CW0600,write,0x00A,PCLATH,direct,8,0x00 0x03 0x13,0x000A 0x0036 0x0042 0x0043 0x019B 0x019C 0x119B 0x119D
2.70,CW0600,write,0x00B,INTCON,direct,3,0x14 0x94 0xD4,0x01DC 0x01DD 0x01FD
2.70,CW0600,write,0x00C,PIR1,direct,1,0x59,0x019A
2.70,CW0600,write,0x020,RAM_0x020,direct,1,0x03,0x0009
2.70,CW0600,write,0x021,RAM_0x021,direct,1,0x91,0x0007
2.70,CW0600,write,0x022,RAM_0x022,direct,1,0xA8,0x000C
2.70,CW0600,write,0x023,RAM_0x023,direct,1,0x00,0x000E
2.70,CW0600,write,0x024,RAM_0x024,direct,1,0x00,0x0010
2.70,CW0600,write,0x025,RAM_0x025,direct,1,0x24,0x0012
2.70,CW0600,write,0x026,RAM_0x026,direct,1,0x00,0x0014
2.70,CW0600,write,0x027,RAM_0x027,direct,1,0x00,0x0016
2.70,CW0600,write,0x031,RAM_0x031,direct,1,0xD3,0x018B
2.70,CW0600,write,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,CW0600,write,0x056,RAM_0x056,direct,1,0xA0,0x026A
2.70,CW0600,write,0x077,RAM_0x077,direct,1,0x00,0x002C
2.70,CW0600,write,0x078,RAM_0x078,direct,1,0x00,0x002E
2.70,CW0600,write,0x079,RAM_0x079,direct,1,0x24,0x0030
2.70,CW0600,write,0x07A,RAM_0x07A,direct,1,0x00,0x0032
2.70,CW0600,write,0x07B,RAM_0x07B,direct,1,0x00,0x0034
2.70,CW0600,write,0x07F,RAM_0x07F,direct,2,0x0C 0xC0,0x0004 0x0039
2.70,CW0600,write,0x0D4,RAM_0x0D4,direct,18,0x00 0x01 0x02 0x04 0x08 0x10 0x20 0x40 0x80,0x01E4 0x01E5 0x01F9
2.70,CW0700,read,0x003,STATUS,direct,77,0x04 0x18 0x19 0x1B 0x1F 0x38 0x3B 0x3C 0x3D 0x3F,0x0005 0x0017 0x0018 0x0196 0x01E3 0x01E6 0x01E8 0x01EB 0x01ED 0x01EF 0x01F1 0x01F2 0x01F7 0x01F8 0x01FC 0x026D 0x026F 0x027A 0x027D 0x027F 0x028A 0x028E 0x0290 0x0292 0x0294 0x0FF2 0x11A5
2.70,CW0700,read,0x004,FSR,direct,1,0xA8,0x000B
2.70,CW0700,read,0x007,PORTC,direct,11,0x04 0x24,0x01E9 0x01F0 0x027B 0x028B
2.70,CW0700,read,0x008,PORTD,direct,25,0x00 0x04 0x20 0x24 0x40 0x44 0x60 0x64 0x80 0x84 0xA0 0xA4 0xC0 0xC4 0xE0 0xE4,0x01E1 0x01F3 0x01F4 0x01F6
2.70,CW0700,read,0x00A,PCLATH,direct,13,0x00 0x03 0x0B 0x13 0x1B,0x0008 0x0042 0x0043 0x019B 0x019C 0x0FF4 0x0FF6 0x0FF8 0x0FFA 0x11A0 0x11A1 0x11A3 0x11A4
2.70,CW0700,read,0x00B,INTCON,direct,6,0x14 0x54 0x94 0xD4,0x0019 0x001B 0x01DC 0x01DD 0x01DE 0x01FD
2.70,CW0700,read,0x00C,PIR1,direct,3,0x5B,0x0021 0x0027 0x019A
2.70,CW0700,read,0x020,RAM_0x020,direct,1,0x03,0x0035
2.70,CW0700,read,0x021,RAM_0x021,direct,1,0x91,0x0037
2.70,CW0700,read,0x022,RAM_0x022,direct,1,0xA8,0x0029
2.70,CW0700,read,0x023,RAM_0x023,direct,1,0x00,0x002B
2.70,CW0700,read,0x024,RAM_0x024,direct,1,0x00,0x002D
2.70,CW0700,read,0x025,RAM_0x025,direct,1,0x24,0x002F
2.70,CW0700,read,0x026,RAM_0x026,direct,1,0x00,0x0031
2.70,CW0700,read,0x027,RAM_0x027,direct,1,0x00,0x0033
2.70,CW0700,read,0x02D,RAM_0x02D,direct,1,0x07,0x028D
2.70,CW0700,read,0x031,RAM_0x031,direct,1,0xD2,0x018B
2.70,CW0700,read,0x038,RAM_0x038,direct,1,0x00,0x0195
2.70,CW0700,read,0x04C,RAM_0x04C,direct,1,0x00,0x018F
2.70,CW0700,read,0x056,RAM_0x056,direct,9,0x80,0x01EA 0x0FF7
2.70,CW0700,read,0x06F,RAM_0x06F,direct,1,0x00,0x0FF0
2.70,CW0700,read,0x077,RAM_0x077,direct,1,0x00,0x000D
